"","class","cap.diameter","cap.shape","cap.color","does.bruise.or.bleed","gill.color","stem.height","stem.width","stem.color","has.ring","ring.type","habitat","season"
"27876","p",7.36,"s","n","t","w",7.76,8.62,"e","f","f","d","a"
"27877","p",6.42,"s","e","t","n",7.31,9.88,"n","f","f","d","a"
"27878","p",6.57,"x","e","t","n",6.12,9.01,"n","f","f","d","a"
"27879","p",5.66,"s","n","t","w",7.26,9.46,"e","f","f","d","a"
"27880","p",4.92,"x","n","t","w",5.74,8.18,"e","f","f","d","a"
"27881","p",6.8,"x","e","t","n",8.53,9.73,"n","f","f","d","a"
"27882","p",6.07,"x","n","t","w",6.28,8.05,"n","f","f","d","a"
"27883","p",6.29,"x","n","t","w",7.5,8.25,"n","f","f","d","a"
"27884","p",7,"s","e","t","n",7.55,10.24,"n","f","f","d","a"
"27885","p",5.99,"s","e","t","w",7.01,9.8,"e","f","f","d","a"
"27886","p",6.89,"x","e","t","w",8.89,10.37,"e","f","f","d","a"
"27887","p",7.11,"x","e","t","w",7.71,9.71,"n","f","f","d","a"
"27888","p",8.77,"s","n","t","w",4.66,14.21,"n","f","f","d","u"
"27889","p",7.69,"s","g","t","g",4.29,11.79,"n","f","f","d","a"
"27890","p",6.56,"s","r","t","g",4.54,11.58,"n","f","f","d","a"
"27891","p",7.11,"s","r","t","w",4.23,11.05,"g","f","f","d","u"
"27892","p",7.29,"s","g","t","w",4.56,11.19,"g","f","f","d","a"
"27893","p",6.2,"s","n","t","g",4.39,12.56,"r","f","f","d","u"
"27894","p",7.34,"s","n","t","w",4.19,10.96,"r","f","f","d","a"
"27895","p",7.79,"s","r","t","g",4.3,12.07,"n","f","f","d","a"
"27896","p",7.36,"s","g","t","g",4.65,12.41,"g","f","f","d","a"
"27897","p",9.41,"s","g","t","g",4.58,14.03,"g","f","f","d","a"
"27898","p",6.31,"s","r","t","w",4.2,10.85,"n","f","f","d","u"
"27899","p",8.16,"s","n","t","g",4.27,11.54,"n","f","f","d","a"
"27900","p",6.82,"s","r","t","g",4.22,11.45,"r","f","f","d","u"
"27901","p",6.59,"s","r","t","g",4.4,11.48,"g","f","f","d","a"
"27902","p",7.09,"s","r","t","w",4.67,12.97,"r","f","f","d","a"
"27903","p",5.99,"s","r","t","w",4.27,12.13,"g","f","f","d","a"
"27904","p",6.81,"s","r","t","g",4.2,11.59,"n","f","f","d","u"
"27905","p",7.86,"s","r","t","w",4.49,13.05,"r","f","f","d","u"
"27906","p",8.25,"s","r","t","g",4.54,13.72,"g","f","f","d","a"
"27907","p",7.65,"s","n","t","w",4.51,13.16,"n","f","f","d","a"
"27908","p",9.1,"s","r","t","w",4.63,13.07,"g","f","f","d","u"
"27909","p",8.6,"s","r","t","w",4.7,14.02,"r","f","f","d","a"
"27910","p",8.32,"s","r","t","w",4.83,13.33,"g","f","f","d","u"
"27911","p",8.05,"s","g","t","w",4.6,12.79,"n","f","f","d","u"
"27912","p",6.14,"s","r","t","g",4.35,11.97,"g","f","f","d","u"
"27913","p",9.9,"s","r","t","g",4.81,13.94,"r","f","f","d","a"
"27914","p",6.48,"s","r","t","w",4.48,12.01,"r","f","f","d","a"
"27915","p",8.35,"s","n","t","g",4.72,13.49,"n","f","f","d","a"
"27916","p",8.78,"s","n","t","w",4.81,14.01,"n","f","f","d","a"
"27917","p",8.71,"s","r","t","g",4.62,13.66,"g","f","f","d","a"
"27918","p",8.32,"s","n","t","g",4.53,12.2,"g","f","f","d","u"
"27919","p",6.88,"s","r","t","g",4.4,11.63,"n","f","f","d","a"
"27920","p",6.55,"s","r","t","g",4.59,13.03,"g","f","f","d","a"
"27921","p",7.41,"s","r","t","g",4.44,13.34,"n","f","f","d","u"
"27922","p",8.08,"s","g","t","g",4.45,13.05,"g","f","f","d","a"
"27923","p",6.52,"s","n","t","w",4.35,12.51,"r","f","f","d","a"
"27924","p",6.66,"s","n","t","g",4.83,13.7,"r","f","f","d","u"
"27925","p",7.53,"s","g","t","g",4.52,10.72,"n","f","f","d","a"
"27926","p",8.21,"s","n","t","w",4.49,12.67,"r","f","f","d","u"
"27927","p",6.97,"s","n","t","g",4.71,13.21,"r","f","f","d","u"
"27928","p",8.86,"s","r","t","w",4.56,13.6,"g","f","f","d","a"
"27929","p",7.18,"s","r","t","g",4.81,12.64,"g","f","f","d","u"
"27930","p",6.3,"s","r","t","g",4.42,12.05,"r","f","f","d","u"
"27931","p",8.03,"s","g","t","g",4.72,13.96,"n","f","f","d","u"
"27932","p",6.41,"s","n","t","g",4.13,11.95,"n","f","f","d","u"
"27933","p",7.76,"s","n","t","w",4.44,12.71,"g","f","f","d","u"
"27934","p",7.77,"s","r","t","w",4.48,12.84,"r","f","f","d","u"
"27935","p",7.78,"s","g","t","w",4.73,13.93,"n","f","f","d","u"
"27936","p",6.63,"s","r","t","w",4.46,12.86,"g","f","f","d","a"
"27937","p",8.36,"s","g","t","w",4.59,13.97,"n","f","f","d","a"
"27938","p",7.57,"s","g","t","g",4.4,11.97,"g","f","f","d","a"
"27939","p",7.45,"s","g","t","w",4.55,12.07,"g","f","f","d","a"
"27940","p",7.65,"s","g","t","w",4.5,11.69,"g","f","f","d","u"
"27941","p",8.49,"s","g","t","w",4.6,13.68,"r","f","f","d","a"
"27942","p",6.45,"s","n","t","g",4.4,11.97,"n","f","f","d","u"
"27943","p",6.92,"s","r","t","g",4.6,12.94,"r","f","f","d","u"
"27944","p",8.03,"s","g","t","w",4.48,12.99,"n","f","f","d","u"
"27945","p",8.43,"s","r","t","w",4.52,12.83,"n","f","f","d","a"
"27946","p",7.68,"s","g","t","w",4.41,12.82,"r","f","f","d","a"
"27947","p",7.97,"s","n","t","g",4.34,11.08,"r","f","f","d","a"
"27948","p",8.04,"s","n","t","g",4.44,12.4,"r","f","f","d","u"
"27949","p",8.52,"s","g","t","g",4.45,12.76,"r","f","f","d","u"
"27950","p",5.92,"s","r","t","g",4.46,11.18,"g","f","f","d","a"
"27951","p",6.46,"s","g","t","w",4.21,11.28,"g","f","f","d","a"
"27952","p",8.35,"s","r","t","g",4.61,12.9,"n","f","f","d","u"
"27953","p",8.09,"s","r","t","g",4.42,12.69,"g","f","f","d","u"
"27954","p",7.19,"s","g","t","g",4.39,11.49,"n","f","f","d","a"
"27955","p",6.86,"s","r","t","w",4.3,11.02,"g","f","f","d","u"
"27956","p",7.41,"s","r","t","g",4.28,11.29,"n","f","f","d","a"
"27957","p",6.94,"s","r","t","g",4.54,12.64,"r","f","f","d","u"
"27958","p",6.67,"s","n","t","w",4.29,11.79,"g","f","f","d","u"
"27959","p",7.55,"s","g","t","g",4.28,11.91,"g","f","f","d","a"
"27960","p",7.79,"s","n","t","w",4.52,12.07,"g","f","f","d","a"
"27961","p",7.5,"s","g","t","g",4.41,12.73,"g","f","f","d","a"
"27962","p",8.4,"s","n","t","g",4.73,12.77,"n","f","f","d","a"
"27963","p",6.2,"s","n","t","w",4.65,11.93,"g","f","f","d","a"
"27964","p",8.51,"s","r","t","g",4.81,14.4,"n","f","f","d","a"
"27965","p",8.13,"s","n","t","w",4.61,13.1,"n","f","f","d","u"
"27966","p",8.36,"s","r","t","w",4.75,13.71,"g","f","f","d","u"
"27967","p",8.46,"s","g","t","g",4.53,13.72,"n","f","f","d","u"
"27968","p",6.81,"s","n","t","g",4.64,13.05,"r","f","f","d","a"
"27969","p",7.56,"s","g","t","w",4.64,12.28,"r","f","f","d","u"
"27970","p",8.1,"s","r","t","g",4.67,13.71,"r","f","f","d","a"
"27971","p",6.78,"s","r","t","w",4.72,12.44,"g","f","f","d","a"
"27972","p",7.05,"s","r","t","w",4.21,10.91,"n","f","f","d","u"
"27973","p",8.51,"s","r","t","g",4.62,13.35,"n","f","f","d","u"
"27974","p",7.09,"s","n","t","g",4.16,11.81,"n","f","f","d","a"
"27975","p",6.51,"s","r","t","w",4.19,11.1,"r","f","f","d","u"
"27976","p",7.13,"s","g","t","g",4.39,11.59,"g","f","f","d","u"
"27977","p",7.66,"s","g","t","w",4.5,12.9,"n","f","f","d","u"
"27978","p",8.06,"s","g","t","w",4.59,13.02,"g","f","f","d","u"
"27979","p",7.49,"s","r","t","w",4.37,11.67,"g","f","f","d","a"
"27980","p",7.7,"s","n","t","w",4.48,12.95,"g","f","f","d","u"
"27981","p",6.07,"s","n","t","g",4.34,12.53,"g","f","f","d","a"
"27982","p",8.52,"s","g","t","w",4.82,14.35,"n","f","f","d","a"
"27983","p",7.03,"s","r","t","w",4.58,12.81,"g","f","f","d","a"
"27984","p",9.25,"s","n","t","g",4.77,13.88,"n","f","f","d","a"
"27985","p",7.81,"s","g","t","w",4.56,13.17,"n","f","f","d","u"
"27986","p",7.83,"s","n","t","w",4.68,13.09,"r","f","f","d","u"
"27987","p",6.66,"s","g","t","g",4.53,11.45,"g","f","f","d","u"
"27988","p",8.34,"s","r","t","g",4.44,12.23,"r","f","f","d","a"
"27989","p",7.64,"s","n","t","g",4.39,11.42,"r","f","f","d","a"
"27990","p",8.27,"s","r","t","g",4.75,14.11,"r","f","f","d","a"
"27991","p",8.61,"s","n","t","w",4.58,12.86,"g","f","f","d","u"
"27992","p",6.14,"s","g","t","g",4.54,12.12,"r","f","f","d","a"
"27993","p",8.74,"s","r","t","g",4.74,14.26,"g","f","f","d","u"
"27994","p",6.94,"s","g","t","w",4.33,12.28,"g","f","f","d","a"
"27995","p",6.31,"s","r","t","w",4.3,10.85,"r","f","f","d","a"
"27996","p",6.56,"s","r","t","g",4.35,12.69,"r","f","f","d","u"
"27997","p",8.81,"s","r","t","g",4.77,14.38,"r","f","f","d","a"
"27998","p",6.96,"s","n","t","g",4.43,12.22,"g","f","f","d","u"
"27999","p",7.54,"s","g","t","w",4.55,12.28,"n","f","f","d","a"
"28000","p",7.63,"s","g","t","g",4.52,13.92,"g","f","f","d","a"
"28001","p",7.07,"s","n","t","g",4.47,11.89,"n","f","f","d","u"
"28002","p",7.36,"s","n","t","g",4.36,12.4,"r","f","f","d","u"
"28003","p",8.33,"s","n","t","w",4.64,13.57,"r","f","f","d","u"
"28004","p",7.48,"s","r","t","w",4.51,13.38,"g","f","f","d","u"
"28005","p",7.15,"s","g","t","w",4.5,12.52,"g","f","f","d","a"
"28006","p",8.52,"s","n","t","w",4.39,12.61,"r","f","f","d","u"
"28007","p",8.12,"s","r","t","w",4.82,14.59,"r","f","f","d","a"
"28008","p",6.97,"s","n","t","w",4.39,11.53,"n","f","f","d","u"
"28009","p",8.85,"s","g","t","g",4.64,12.91,"r","f","f","d","u"
"28010","p",8.89,"s","r","t","w",4.83,12.74,"g","f","f","d","a"
"28011","p",7.81,"s","n","t","w",4.2,11.61,"n","f","f","d","a"
"28012","p",7.69,"s","r","t","w",4.69,12.83,"n","f","f","d","a"
"28013","p",8.45,"s","r","t","w",4.77,14.1,"g","f","f","d","u"
"28014","p",6.72,"s","r","t","w",4.53,12.2,"r","f","f","d","u"
"28015","p",7.42,"s","g","t","w",4.57,12.11,"r","f","f","d","u"
"28016","p",6.79,"s","g","t","w",4.63,13.38,"n","f","f","d","u"
"28017","p",7.26,"s","g","t","w",4.32,11.76,"g","f","f","d","a"
"28018","p",6.79,"s","r","t","g",4.35,11.72,"n","f","f","d","u"
"28019","p",8.19,"s","r","t","w",4.44,12.09,"g","f","f","d","a"
"28020","p",7.22,"s","r","t","w",4.52,12.66,"n","f","f","d","u"
"28021","p",8.64,"s","g","t","g",4.57,11.95,"r","f","f","d","u"
"28022","p",6.72,"s","r","t","w",4.35,12.45,"g","f","f","d","a"
"28023","p",7.83,"s","n","t","w",4.47,11.14,"g","f","f","d","u"
"28024","p",9.28,"s","g","t","w",4.72,13.55,"n","f","f","d","u"
"28025","p",7.43,"s","g","t","g",4.52,13.38,"g","f","f","d","a"
"28026","p",6.79,"s","g","t","w",4.34,12.47,"n","f","f","d","a"
"28027","p",5.68,"s","r","t","w",4.33,11.68,"g","f","f","d","a"
"28028","p",6.34,"s","g","t","g",4.27,11.83,"r","f","f","d","a"
"28029","p",8.61,"s","g","t","w",4.7,13.99,"g","f","f","d","a"
"28030","p",7.61,"s","g","t","g",4.56,12.34,"n","f","f","d","u"
"28031","p",7.46,"s","g","t","w",4.43,12.97,"n","f","f","d","a"
"28032","p",8.06,"s","n","t","g",4.71,12.33,"r","f","f","d","u"
"28033","p",7.91,"s","n","t","w",4.58,11.53,"g","f","f","d","u"
"28034","p",8.17,"s","g","t","g",4.43,11.83,"g","f","f","d","a"
"28035","p",7.41,"s","g","t","g",4.97,12.99,"g","f","f","d","a"
"28036","p",7.55,"s","n","t","w",4.58,13.54,"r","f","f","d","a"
"28037","p",8.6,"s","g","t","w",4.55,13.94,"g","f","f","d","u"
"28038","p",8.03,"s","r","t","w",4.63,13.27,"r","f","f","d","u"
"28039","p",6.91,"s","g","t","w",4.38,11.64,"n","f","f","d","a"
"28040","p",8.57,"s","g","t","w",4.71,12.53,"g","f","f","d","u"
"28041","p",7.49,"s","g","t","w",4.73,13.01,"n","f","f","d","u"
"28042","p",7.46,"s","g","t","g",4.29,11.49,"n","f","f","d","u"
"28043","p",8.12,"s","n","t","w",4.47,13.37,"n","f","f","d","u"
"28044","p",6.96,"s","r","t","w",4.52,13.04,"g","f","f","d","a"
"28045","p",7.46,"s","g","t","w",4.51,12.45,"g","f","f","d","a"
"28046","p",8.28,"s","r","t","w",4.55,11.36,"n","f","f","d","u"
"28047","p",9.04,"s","r","t","g",4.47,12.48,"g","f","f","d","a"
"28048","p",6.69,"s","n","t","w",4.64,12.35,"n","f","f","d","a"
"28049","p",6.51,"s","r","t","w",4.57,12.57,"g","f","f","d","a"
"28050","p",8.71,"s","g","t","g",4.83,13.51,"n","f","f","d","a"
"28051","p",8.09,"s","n","t","w",4.75,13.9,"g","f","f","d","u"
"28052","p",7.1,"s","g","t","w",4.34,11.24,"r","f","f","d","a"
"28053","p",7.32,"s","r","t","g",4.38,12.04,"n","f","f","d","u"
"28054","p",8.43,"s","r","t","w",4.81,12.46,"n","f","f","d","a"
"28055","p",6.73,"s","n","t","w",4.34,12.4,"r","f","f","d","u"
"28056","p",5.83,"s","r","t","g",4.33,11.89,"g","f","f","d","u"
"28057","p",8.22,"s","g","t","g",4.43,12.36,"r","f","f","d","u"
"28058","p",8.06,"s","g","t","g",4.55,13.55,"g","f","f","d","u"
"28059","p",8.04,"s","n","t","g",4.48,12.6,"g","f","f","d","a"
"28060","p",8.23,"s","g","t","g",4.3,12.17,"r","f","f","d","u"
"28061","p",6.12,"s","r","t","g",4.46,12.86,"n","f","f","d","a"
"28062","p",7.51,"s","n","t","g",4.41,12.44,"g","f","f","d","a"
"28063","p",6.99,"s","n","t","g",4.43,11.75,"n","f","f","d","a"
"28064","p",7.45,"s","g","t","w",4.6,12.96,"r","f","f","d","u"
"28065","p",8.08,"s","g","t","g",4.63,12.56,"n","f","f","d","a"
"28066","p",7.94,"s","r","t","g",4.8,11.81,"r","f","f","d","a"
"28067","p",7.45,"s","r","t","w",4.21,11.48,"r","f","f","d","a"
"28068","p",7.62,"s","n","t","w",4.46,13.13,"r","f","f","d","a"
"28069","p",7.56,"s","g","t","g",4.51,12.43,"r","f","f","d","u"
"28070","p",8.05,"s","r","t","g",4.47,12.05,"g","f","f","d","u"
"28071","p",7.79,"s","n","t","w",4.38,12.37,"g","f","f","d","a"
"28072","p",7.21,"s","g","t","g",4.52,13.08,"r","f","f","d","u"
"28073","p",7.21,"s","n","t","g",4.31,11.43,"g","f","f","d","u"
"28074","p",6.33,"s","g","t","w",4.23,11.97,"r","f","f","d","a"
"28075","p",7.41,"s","g","t","g",4.74,12.3,"n","f","f","d","u"
"28076","p",7.42,"s","g","t","g",4.39,11.73,"n","f","f","d","u"
"28077","p",6.3,"s","r","t","w",4.45,12.34,"g","f","f","d","u"
"28078","p",7.56,"s","g","t","w",4.52,13.27,"g","f","f","d","u"
"28079","p",7.99,"s","n","t","w",4.42,12.05,"n","f","f","d","a"
"28080","p",6.76,"s","g","t","g",4.24,10.9,"r","f","f","d","u"
"28081","p",8.69,"s","g","t","w",5.02,14.26,"g","f","f","d","u"
"28082","p",6.81,"s","n","t","w",4.52,11.74,"g","f","f","d","a"
"28083","p",7.32,"s","r","t","w",4.41,12.24,"g","f","f","d","a"
"28084","p",7.3,"s","g","t","g",4.62,13.59,"r","f","f","d","u"
"28085","p",6.8,"s","g","t","g",4.48,12.45,"n","f","f","d","u"
"28086","p",6.92,"s","n","t","g",4.33,11.08,"g","f","f","d","a"
"28087","p",8.5,"s","r","t","w",4.56,11.82,"n","f","f","d","a"
"28088","p",6.58,"s","r","t","g",4.29,11.49,"r","f","f","d","a"
"28089","p",7.01,"s","n","t","w",4.46,12.34,"n","f","f","d","a"
"28090","p",8.63,"s","g","t","w",4.84,14.44,"g","f","f","d","a"
"28091","p",5.59,"s","r","t","g",4.08,10.67,"n","f","f","d","u"
"28092","p",9.1,"s","r","t","g",4.7,13.13,"r","f","f","d","a"
"28093","p",7.68,"s","r","t","w",4.6,12.92,"n","f","f","d","u"
"28094","p",9.09,"s","r","t","w",4.89,14.8,"g","f","f","d","a"
"28095","p",7.51,"s","n","t","w",4.41,12.44,"r","f","f","d","u"
"28096","p",6.68,"s","r","t","w",4.32,11.2,"g","f","f","d","a"
"28097","p",8.08,"s","n","t","g",4.73,13.31,"n","f","f","d","u"
"28098","p",8.56,"s","r","t","g",4.73,13.39,"r","f","f","d","a"
"28099","p",6.92,"s","g","t","w",4.53,13.75,"n","f","f","d","a"
"28100","p",6.77,"s","n","t","g",4.45,11.72,"n","f","f","d","u"
"28101","p",6.57,"s","g","t","g",4.36,11.74,"r","f","f","d","a"
"28102","p",9,"s","g","t","w",4.58,13.11,"r","f","f","d","u"
"28103","p",7.19,"s","g","t","g",4.39,12.78,"g","f","f","d","u"
"28104","p",6.82,"s","g","t","w",4.45,12.52,"r","f","f","d","u"
"28105","p",7.44,"s","g","t","g",4.65,12.12,"g","f","f","d","a"
"28106","p",6.97,"s","r","t","w",4.63,12.18,"g","f","f","d","a"
"28107","p",7.12,"s","n","t","g",4.6,12.63,"n","f","f","d","u"
"28108","p",7.51,"s","n","t","w",4.44,11.21,"g","f","f","d","u"
"28109","p",7.76,"s","n","t","g",4.48,12.96,"n","f","f","d","u"
"28110","p",7.63,"s","g","t","w",4.4,12.21,"r","f","f","d","u"
"28111","p",7.62,"s","r","t","g",4.43,11.9,"n","f","f","d","u"
"28112","p",8.17,"s","g","t","g",4.64,13.19,"n","f","f","d","u"
"28113","p",7.49,"s","n","t","g",4.52,13.38,"r","f","f","d","u"
"28114","p",7,"s","r","t","w",4.33,12.35,"n","f","f","d","u"
"28115","p",7.85,"s","r","t","g",4.38,11.71,"g","f","f","d","u"
"28116","p",6.88,"s","n","t","g",4.29,11.32,"r","f","f","d","a"
"28117","p",7.76,"s","n","t","g",4.32,11.66,"n","f","f","d","a"
"28118","p",7.34,"s","g","t","g",4.62,13.72,"r","f","f","d","a"
"28119","p",7.12,"s","n","t","g",4.56,11.95,"g","f","f","d","a"
"28120","p",6.94,"s","r","t","w",4.41,11.96,"n","f","f","d","u"
"28121","p",7.49,"s","r","t","g",4.36,12.13,"n","f","f","d","u"
"28122","p",6.65,"s","n","t","g",4.19,11.43,"g","f","f","d","a"
"28123","p",6.63,"s","r","t","g",4.64,12.12,"r","f","f","d","u"
"28124","p",6.55,"s","g","t","w",4.41,11.72,"r","f","f","d","u"
"28125","p",8.65,"s","r","t","w",4.69,13.27,"r","f","f","d","a"
"28126","p",7.48,"s","r","t","w",4.52,11.53,"r","f","f","d","a"
"28127","p",7.76,"s","r","t","w",4.49,13.03,"g","f","f","d","a"
"28128","p",5.65,"s","n","t","g",4.38,11.95,"n","f","f","d","a"
"28129","p",7.98,"s","g","t","g",4.44,12.75,"g","f","f","d","u"
"28130","p",6.57,"s","r","t","g",4.12,11.45,"n","f","f","d","u"
"28131","p",8.7,"s","n","t","g",4.73,12.29,"n","f","f","d","a"
"28132","p",9.09,"s","n","t","g",4.55,13.05,"r","f","f","d","u"
"28133","p",8.9,"s","r","t","g",4.42,13.07,"g","f","f","d","u"
"28134","p",7.9,"s","r","t","g",4.64,12.94,"r","f","f","d","u"
"28135","p",6.9,"s","r","t","g",4.38,12.94,"n","f","f","d","u"
"28136","p",6.43,"s","r","t","w",4.36,12.19,"r","f","f","d","a"
"28137","p",7.79,"s","r","t","g",4.3,12.4,"r","f","f","d","u"
"28138","p",6.63,"s","n","t","w",4.33,12.14,"g","f","f","d","u"
"28139","p",7.17,"s","r","t","g",4.3,10.66,"r","f","f","d","a"
"28140","p",8.2,"s","g","t","w",4.63,13.88,"n","f","f","d","u"
"28141","p",6.93,"s","n","t","g",4.69,12.91,"g","f","f","d","a"
"28142","p",8.54,"s","n","t","g",4.64,13.44,"g","f","f","d","a"
"28143","p",5.7,"s","g","t","w",4.27,12.19,"n","f","f","d","a"
"28144","p",7.11,"s","n","t","w",4.57,12.79,"n","f","f","d","u"
"28145","p",6.94,"s","g","t","g",4.37,12.76,"r","f","f","d","a"
"28146","p",8.16,"s","g","t","w",4.5,13.14,"g","f","f","d","u"
"28147","p",8.56,"s","n","t","g",4.76,13.05,"g","f","f","d","u"
"28148","p",8.32,"s","r","t","g",4.48,12.07,"n","f","f","d","u"
"28149","p",7.03,"s","r","t","g",4.41,12.66,"r","f","f","d","a"
"28150","p",7.53,"s","n","t","w",4.36,11.96,"g","f","f","d","a"
"28151","p",7.85,"s","n","t","g",4.54,12.87,"n","f","f","d","u"
"28152","p",7.46,"s","g","t","w",4.58,13,"r","f","f","d","a"
"28153","p",7.32,"s","g","t","g",4.75,13.66,"r","f","f","d","u"
"28154","p",6.86,"s","n","t","g",4.35,13.18,"g","f","f","d","a"
"28155","p",8.33,"s","g","t","w",4.3,11.06,"n","f","f","d","u"
"28156","p",7.33,"s","r","t","w",4.33,12.19,"n","f","f","d","u"
"28157","p",7.14,"s","r","t","w",4.25,11.47,"n","f","f","d","u"
"28158","p",6.69,"s","n","t","w",4.59,11.54,"r","f","f","d","u"
"28159","p",8.97,"s","g","t","w",4.76,13.82,"r","f","f","d","u"
"28160","p",7.27,"s","g","t","g",4.63,13.68,"n","f","f","d","a"
"28161","p",7.48,"s","n","t","w",4.37,11.83,"n","f","f","d","u"
"28162","p",7.93,"s","n","t","g",4.59,11.99,"r","f","f","d","u"
"28163","p",7.89,"s","g","t","w",4.59,12.22,"g","f","f","d","a"
"28164","p",6.92,"s","n","t","w",4.44,12.78,"g","f","f","d","a"
"28165","p",7.56,"s","r","t","g",4.25,11.68,"n","f","f","d","u"
"28166","p",8.08,"s","n","t","w",4.66,13.66,"g","f","f","d","a"
"28167","p",7.36,"s","g","t","w",4.44,13.16,"n","f","f","d","a"
"28168","p",7,"s","r","t","g",4.64,12.81,"g","f","f","d","u"
"28169","p",5.59,"s","r","t","w",4.09,10.69,"r","f","f","d","u"
"28170","p",7.56,"s","g","t","w",4.58,13.05,"g","f","f","d","a"
"28171","p",7.84,"s","g","t","w",4.6,12.75,"g","f","f","d","a"
"28172","p",6.92,"s","g","t","w",4.59,13.4,"g","f","f","d","u"
"28173","p",7.58,"s","g","t","w",4.41,11.7,"g","f","f","d","a"
"28174","p",8.15,"s","n","t","g",4.57,14.49,"g","f","f","d","a"
"28175","p",7.04,"s","r","t","w",4.44,11.99,"n","f","f","d","a"
"28176","p",8.21,"s","r","t","g",4.55,13.28,"n","f","f","d","u"
"28177","p",8.07,"s","r","t","w",4.43,12.67,"n","f","f","d","a"
"28178","p",6.42,"s","g","t","g",4.5,11.71,"g","f","f","d","a"
"28179","p",7.08,"s","g","t","g",4.5,12.54,"g","f","f","d","a"
"28180","p",7.16,"s","n","t","g",4.53,12.02,"r","f","f","d","u"
"28181","p",7.92,"s","g","t","w",4.67,13.64,"n","f","f","d","u"
"28182","p",7.65,"s","r","t","w",4.53,12.66,"g","f","f","d","a"
"28183","p",8.23,"s","r","t","w",4.59,12.75,"r","f","f","d","a"
"28184","p",7.9,"s","g","t","g",4.59,13.17,"g","f","f","d","a"
"28185","p",7.87,"s","r","t","w",4.38,12.68,"g","f","f","d","a"
"28186","p",6.82,"s","g","t","w",4.52,12.77,"r","f","f","d","u"
"28187","p",8.05,"s","n","t","w",4.51,12.97,"g","f","f","d","u"
"28188","p",8.29,"s","g","t","w",4.7,13,"g","f","f","d","a"
"28189","p",6.63,"s","r","t","w",4.33,11.82,"n","f","f","d","u"
"28190","p",7.89,"s","g","t","w",4.47,12.15,"r","f","f","d","a"
"28191","p",7.58,"s","r","t","w",4.57,12.3,"n","f","f","d","u"
"28192","p",7.38,"s","g","t","g",4.24,11.65,"r","f","f","d","u"
"28193","p",7.65,"s","g","t","w",4.51,13.51,"n","f","f","d","u"
"28194","p",8.96,"s","r","t","w",4.89,15.19,"n","f","f","d","a"
"28195","p",7.33,"s","n","t","g",4.39,10.95,"n","f","f","d","u"
"28196","p",6.5,"s","n","t","w",4.44,12.64,"r","f","f","d","a"
"28197","p",7.26,"s","g","t","w",4.52,13.46,"n","f","f","d","u"
"28198","p",8.62,"s","g","t","g",4.72,12.85,"g","f","f","d","a"
"28199","p",8.34,"s","g","t","w",4.61,13.06,"g","f","f","d","a"
"28200","p",7.92,"s","n","t","w",4.43,11.89,"r","f","f","d","a"
"28201","p",8.81,"s","n","t","w",4.58,13.31,"r","f","f","d","u"
"28202","p",7.76,"s","g","t","w",4.52,12.31,"r","f","f","d","u"
"28203","p",7.59,"s","g","t","g",4.56,13.05,"n","f","f","d","a"
"28204","p",7.36,"s","n","t","w",4.49,12.74,"g","f","f","d","u"
"28205","p",6.38,"s","g","t","w",4.38,12.08,"r","f","f","d","u"
"28206","p",8.33,"s","r","t","g",4.55,13.26,"n","f","f","d","a"
"28207","p",7.79,"s","r","t","g",4.73,13.5,"g","f","f","d","u"
"28208","p",7.16,"s","r","t","g",4.58,13.45,"n","f","f","d","a"
"28209","p",8.49,"s","g","t","w",4.55,13.4,"g","f","f","d","u"
"28210","p",8.69,"s","g","t","w",4.66,12.08,"g","f","f","d","a"
"28211","p",8.19,"s","r","t","g",4.54,12.8,"r","f","f","d","u"
"28212","p",7.51,"s","g","t","w",4.6,14.32,"r","f","f","d","u"
"28213","p",8.5,"s","r","t","w",4.52,12.07,"g","f","f","d","u"
"28214","p",7.34,"s","n","t","g",4.56,11.66,"g","f","f","d","a"
"28215","p",6.45,"s","r","t","w",4.08,11.62,"r","f","f","d","u"
"28216","p",5.51,"s","r","t","g",4.27,11.28,"g","f","f","d","a"
"28217","p",8.54,"s","r","t","w",4.39,11.59,"g","f","f","d","a"
"28218","p",6.81,"s","g","t","w",4.46,12.52,"r","f","f","d","u"
"28219","p",6.5,"s","r","t","g",4.44,11.39,"n","f","f","d","u"
"28220","p",8.77,"s","r","t","g",4.44,13.61,"r","f","f","d","a"
"28221","p",7.26,"s","r","t","g",4.74,12.93,"g","f","f","d","a"
"28222","p",6.21,"s","n","t","g",4.29,11.12,"r","f","f","d","u"
"28223","p",7.12,"s","r","t","w",4.4,12.43,"g","f","f","d","u"
"28224","p",8.89,"s","g","t","w",4.27,12.16,"r","f","f","d","u"
"28225","p",7.73,"s","g","t","g",4.33,12.24,"g","f","f","d","a"
"28226","p",8.47,"s","n","t","w",4.64,13.56,"g","f","f","d","a"
"28227","p",7.98,"s","g","t","g",4.49,13.93,"r","f","f","d","a"
"28228","p",7.86,"s","g","t","w",4.61,12.47,"r","f","f","d","u"
"28229","p",7.87,"s","r","t","g",4.57,13.08,"g","f","f","d","a"
"28230","p",7.03,"s","g","t","w",4.5,13.14,"g","f","f","d","u"
"28231","p",7.85,"s","g","t","g",4.45,11.79,"r","f","f","d","a"
"28232","p",7.3,"s","g","t","w",4.44,12.36,"g","f","f","d","u"
